1	0	0
1	0	1
1	0	2
1	0	3
1	0	4
1	0	5
1	0	6
1	0	7
1	0	8
1	0	9
1	0	10
1	0	11
1	0	12
1	0	13
1	0	14
1	0	15
1	0	16
1	0	17
1	0	18
1	0	19
1	0	20
1	0	21
1	0	22
1	0	23
1	0	24
1	0	25
1	0	26
1	0	27
1	0	28
1	0	29
1	0	30
1	0	31
1	0	32
1	0	33
1	0	34
1	0	35
1	0	36
1	0	37
1	0	38
1	0	39
1	0	40
1	0	41
1	0	42
1	0	43
1	0	44
1	0	45
1	0	46
1	0	47
1	0	48
1	0	49
1	0	761
1	0	769
1	0	777
1	0	785
1	0	793
1	0	800
1	0	801
1	0	808
1	0	809
1	0	816
1	0	817
1	0	823
1	0	824
1	0	825
1	0	831
1	0	832
1	0	833
1	0	838
1	0	839
1	0	840
1	0	841
1	0	846
1	0	847
1	0	848
1	0	849
1	0	854
1	0	855
1	0	856
1	0	857
1	0	862
1	0	863
1	0	864
1	0	865
1	0	869
1	0	870
1	0	871
1	0	872
1	0	873
1	0	877
1	0	878
1	0	879
1	0	880
1	0	881
1	0	885
1	0	886
1	0	887
1	0	888
1	0	889
1	0	893
1	0	894
1	0	895
1	0	896
1	0	897
1	0	901
1	0	902
1	0	903
1	0	904
1	0	905
1	0	908
1	0	909
1	0	910
1	0	911
1	0	912
1	0	913
1	0	916
1	0	917
1	0	918
1	0	919
1	0	920
1	0	921
1	0	924
1	0	925
1	0	926
1	0	927
1	0	928
1	0	929
1	0	931
1	0	932
1	0	933
1	0	934
1	0	935
1	0	936
1	0	937
1	0	939
1	0	940
1	0	941
1	0	942
1	0	943
1	0	944
1	0	945
1	0	947
1	0	948
1	0	949
1	0	950
1	0	951
1	0	952
1	0	953
1	0	954
1	0	955
1	0	956
1	0	957
1	0	958
1	0	959
1	0	960
1	0	961
1	0	962
1	0	963
1	0	964
1	0	965
1	0	966
1	0	967
1	0	968
1	0	969
1	0	970
1	0	971
1	0	972
1	0	973
1	0	974
1	0	975
1	0	976
1	0	977
1	0	978
1	0	979
1	0	980
1	0	981
1	0	982
1	0	983
1	0	984
1	0	985
1	0	986
1	0	987
1	0	988
1	0	989
2	0	0
2	0	1
2	0	2
2	0	3
2	0	4
2	0	5
2	0	6
2	0	7
2	0	8
2	0	9
2	0	10
2	0	11
2	0	12
2	0	13
2	0	14
2	0	15
2	0	16
2	0	17
2	0	18
2	0	19
2	0	20
2	0	21
2	0	22
2	0	23
2	0	24
2	0	25
2	0	26
2	0	27
2	0	28
2	0	29
2	0	30
2	0	31
2	0	32
2	0	33
2	0	34
2	0	35
2	0	36
2	0	37
2	0	38
2	0	39
2	0	40
2	0	41
2	0	42
2	0	43
2	0	44
2	0	45
2	0	46
2	0	47
2	0	48
2	0	49
2	0	753
2	0	761
2	0	769
2	0	777
2	0	785
2	0	793
2	0	800
2	0	801
2	0	808
2	0	809
2	0	816
2	0	817
2	0	823
2	0	824
2	0	825
2	0	831
2	0	832
2	0	833
2	0	838
2	0	839
2	0	840
2	0	841
2	0	846
2	0	847
2	0	848
2	0	849
2	0	854
2	0	855
2	0	856
2	0	857
2	0	862
2	0	863
2	0	864
2	0	865
2	0	869
2	0	870
2	0	871
2	0	872
2	0	873
2	0	877
2	0	878
2	0	879
2	0	880
2	0	881
2	0	885
2	0	886
2	0	887
2	0	888
2	0	889
2	0	893
2	0	894
2	0	895
2	0	896
2	0	897
2	0	901
2	0	902
2	0	903
2	0	904
2	0	905
2	0	908
2	0	909
2	0	910
2	0	911
2	0	912
2	0	913
2	0	916
2	0	917
2	0	918
2	0	919
2	0	920
2	0	921
2	0	924
2	0	925
2	0	926
2	0	927
2	0	928
2	0	929
2	0	931
2	0	932
2	0	933
2	0	934
2	0	935
2	0	936
2	0	937
2	0	939
2	0	940
2	0	941
2	0	942
2	0	943
2	0	944
2	0	945
2	0	947
2	0	948
2	0	949
2	0	950
2	0	951
2	0	952
2	0	953
2	0	954
2	0	955
2	0	956
2	0	957
2	0	958
2	0	959
2	0	960
2	0	961
2	0	962
2	0	963
2	0	964
2	0	965
2	0	966
2	0	967
2	0	968
2	0	969
2	0	970
2	0	971
2	0	972
2	0	973
2	0	974
2	0	975
2	0	976
2	0	977
2	0	978
2	0	979
2	0	980
2	0	981
2	0	982
2	0	983
2	0	984
2	0	985
2	0	986
2	0	987
2	0	988
2	0	989
3	0	0
3	0	1
3	0	2
3	0	3
3	0	4
3	0	5
3	0	6
3	0	7
3	0	8
3	0	9
3	0	10
3	0	11
3	0	12
3	0	13
3	0	14
3	0	15
3	0	16
3	0	17
3	0	18
3	0	19
3	0	20
3	0	21
3	0	22
3	0	23
3	0	24
3	0	25
3	0	26
3	0	27
3	0	28
3	0	29
3	0	30
3	0	31
3	0	32
3	0	33
3	0	34
3	0	35
3	0	36
3	0	37
3	0	38
3	0	39
3	0	40
3	0	41
3	0	42
3	0	43
3	0	44
3	0	45
3	0	46
3	0	47
3	0	48
3	0	49
3	0	753
3	0	761
3	0	769
3	0	777
3	0	784
3	0	785
3	0	793
3	0	800
3	0	801
3	0	808
3	0	809
3	0	816
3	0	817
3	0	823
3	0	824
3	0	825
3	0	831
3	0	832
3	0	833
3	0	838
3	0	839
3	0	840
3	0	841
3	0	846
3	0	847
3	0	848
3	0	849
3	0	854
3	0	855
3	0	856
3	0	857
3	0	861
3	0	862
3	0	863
3	0	864
3	0	865
3	0	869
3	0	870
3	0	871
3	0	872
3	0	873
3	0	877
3	0	878
3	0	879
3	0	880
3	0	881
3	0	885
3	0	886
3	0	887
3	0	888
3	0	889
3	0	893
3	0	894
3	0	895
3	0	896
3	0	897
3	0	900
3	0	901
3	0	902
3	0	903
3	0	904
3	0	905
3	0	908
3	0	909
3	0	910
3	0	911
3	0	912
3	0	913
3	0	916
3	0	917
3	0	918
3	0	919
3	0	920
3	0	921
3	0	924
3	0	925
3	0	926
3	0	927
3	0	928
3	0	929
3	0	931
3	0	932
3	0	933
3	0	934
3	0	935
3	0	936
3	0	937
3	0	939
3	0	940
3	0	941
3	0	942
3	0	943
3	0	944
3	0	945
3	0	947
3	0	948
3	0	949
3	0	950
3	0	951
3	0	952
3	0	953
3	0	954
3	0	955
3	0	956
3	0	957
3	0	958
3	0	959
3	0	960
3	0	961
3	0	962
3	0	963
3	0	964
3	0	965
3	0	966
3	0	967
3	0	968
3	0	969
3	0	970
3	0	971
3	0	972
3	0	973
3	0	974
3	0	975
3	0	976
3	0	977
3	0	978
3	0	979
3	0	980
3	0	981
3	0	982
3	0	983
3	0	984
3	0	985
3	0	986
3	0	987
3	0	988
3	0	9894	0	0
4	0	1
4	0	2
4	0	3
4	0	4
4	0	5
4	0	6
4	0	7
4	0	8
4	0	9
4	0	10
4	0	11
4	0	12
4	0	13
4	0	14
4	0	15
4	0	16
4	0	17
4	0	18
4	0	19
4	0	20
4	0	21
4	0	22
4	0	23
4	0	24
4	0	25
4	0	26
4	0	27
4	0	28
4	0	29
4	0	30
4	0	31
4	0	32
4	0	33
4	0	34
4	0	35
4	0	36
4	0	37
4	0	38
4	0	39
4	0	40
4	0	41
4	0	42
4	0	43
4	0	44
4	0	45
4	0	46
4	0	47
4	0	48
4	0	49
4	0	566
4	0	567
4	0	568
4	0	569
4	0	576
4	0	616
4	0	633
4	0	640
4	0	648
4	0	649
4	0	673
4	0	680
4	0	681
4	0	694
4	0	695
4	0	696
4	0	697
4	0	699
4	0	700
4	0	701
4	0	702
4	0	703
4	0	704
4	0	705
4	0	713
4	0	721
4	0	724
4	0	725
4	0	726
4	0	727
4	0	728
4	0	729
4	0	737
4	0	742
4	0	743
4	0	744
4	0	745
4	0	752
4	0	753
4	0	758
4	0	760
4	0	761
4	0	768
4	0	769
4	0	773
4	0	775
4	0	776
4	0	777
4	0	780
4	0	784
4	0	785
4	0	791
4	0	792
4	0	793
4	0	798
4	0	799
4	0	800
4	0	801
4	0	802
4	0	806
4	0	807
4	0	808
4	0	809
4	0	814
4	0	815
4	0	816
4	0	817
4	0	820
4	0	821
4	0	822
4	0	823
4	0	824
4	0	825
4	0	830
4	0	831
4	0	832
4	0	833
4	0	836
4	0	837
4	0	838
